run_id,family_id,machine,gpu,branch,worktree,commit_sha,config_slug,remote_repo,log_path,output_path,start_time,end_time,run_status,gate_verdict,report_path,tags,notes
teacher_v2_center_pool_msdls_v2_30ep_s42_6000_20260410_r1,msdls_v2_formal_gate,6000,A6000x2,a6000-dual-track-20260410,n/a,8b89ea1,transchrombp_teacher_v2_center_pool_msdls_v2.yaml;/30ep_runtime,/data1/zhoujiazhen/bylw_atac/TransChromBP,/data1/zhoujiazhen/bylw_atac/TransChromBP/logs/teacher_v2_center_pool_msdls_v2_30ep_s42_6000_20260410_r1.log,/data1/zhoujiazhen/bylw_atac/TransChromBP/outputs/logs/teacher_v2_center_pool_msdls_v2_30ep_s42_6000_20260410_r1,2026-04-10 02:48:42 CST,2026-04-10 10:10:10 CST,completed,fail,reports/multiscale_local_skip_v2_30ep_gate_closeout_20260410.md,run/6000/teacher_v2_center_pool_msdls_v2_30ep_s42_6000_20260410_r1;closeout/msdls_v2_formal_gate/20260410,canonical archival commit for dual-track closeout; recover from branch a6000-dual-track-20260410 or snapshot/a6000-dual-track-20260410/20260410
hierdec4096_exporter_distill_smoke_20260411_2058,alphagenome_factor_ladder,6000,A6000x1,main,/data1/zhoujiazhen/bylw_atac/.codex_jobs/alphagenome_factor_ladder_20260411,079b603,hierdec4096_exporter_distill_smoke;max_regions=32;dry_run_steps=2;/init_ckpt,/data1/zhoujiazhen/bylw_atac/.codex_jobs/alphagenome_factor_ladder_20260411,/data1/zhoujiazhen/bylw_atac/.codex_jobs/alphagenome_factor_ladder_20260411/logs/hierdec4096_exporter_distill_smoke_20260411_2058.log,/data1/zhoujiazhen/bylw_atac/.codex_jobs/alphagenome_factor_ladder_20260411/outputs/smokes/hierdec4096_exporter_distill_smoke_20260411_2058,2026-04-11 20:57:51 CST,unknown,completed,technical_fail,n/a,n/a,archived in canonical commit 079b603; runtime executed on remote isolated repo commit 6acb15f and failed because exporter unconditionally forwarded genos_summary into HierarchicalTransChromBP.forward
hierdec4096_exporter_distill_smoke_20260411_2105,alphagenome_factor_ladder,6000,A6000x1,main,/data1/zhoujiazhen/bylw_atac/.codex_jobs/alphagenome_factor_ladder_20260411,079b603,hierdec4096_exporter_distill_smoke;max_regions=32;dry_run_steps=2;/init_ckpt,/data1/zhoujiazhen/bylw_atac/.codex_jobs/alphagenome_factor_ladder_20260411,/data1/zhoujiazhen/bylw_atac/.codex_jobs/alphagenome_factor_ladder_20260411/logs/hierdec4096_exporter_distill_smoke_20260411_2105.log,/data1/zhoujiazhen/bylw_atac/.codex_jobs/alphagenome_factor_ladder_20260411/outputs/smokes/hierdec4096_exporter_distill_smoke_20260411_2105,2026-04-11 21:05:07 CST,unknown,completed,technical_fail,n/a,n/a,archived in canonical commit 079b603; runtime executed on remote isolated repo commit 5877077 and passed exporter but failed distill loader because smoke config still used full train/val region counts against a 32-record teacher cache
hierdec4096_exporter_distill_smoke_20260411_2110,alphagenome_factor_ladder,6000,A6000x1,main,/data1/zhoujiazhen/bylw_atac/.codex_jobs/alphagenome_factor_ladder_20260411,079b603,hierdec4096_exporter_distill_smoke;max_regions=32;dry_run_steps=2;max_train_regions=32;max_val_regions=32,/data1/zhoujiazhen/bylw_atac/.codex_jobs/alphagenome_factor_ladder_20260411,/data1/zhoujiazhen/bylw_atac/.codex_jobs/alphagenome_factor_ladder_20260411/logs/hierdec4096_exporter_distill_smoke_20260411_2110.log,/data1/zhoujiazhen/bylw_atac/.codex_jobs/alphagenome_factor_ladder_20260411/outputs/smokes/hierdec4096_exporter_distill_smoke_20260411_2110,2026-04-11 21:07:01 CST,2026-04-11 21:07:11 CST,completed,technical_pass,n/a,n/a,archived in canonical commit 079b603; runtime executed on remote isolated repo commit 5877077 and verified minimal init checkpoint -> teacher cache export -> distill dry-run end to end
teacher_v2_hierdec4096_short10_s42_6000_20260411_r1,alphagenome_factor_ladder,6000,A6000x2,main,/data1/zhoujiazhen/bylw_atac/.codex_jobs/alphagenome_factor_ladder_20260411,079b603,hierdec4096_short10_formal;longctx4096;dual_ddp,/data1/zhoujiazhen/bylw_atac/.codex_jobs/alphagenome_factor_ladder_20260411,/data1/zhoujiazhen/bylw_atac/.codex_jobs/alphagenome_factor_ladder_20260411/logs/teacher_v2_hierdec4096_short10_s42_6000_20260411_r1.log,/data1/zhoujiazhen/bylw_atac/.codex_jobs/alphagenome_factor_ladder_20260411/outputs,2026-04-11 21:46:19 CST,2026-04-11 23:06:08 CST,completed,n/a,n/a,n/a,archived against canonical commit 079b603; runtime executed on remote isolated repo commit 5877077 via dual-A6000 torchrun; initial bootstrap wrapper failure was sidecarred into a timestamped .bootstrap_fail log before the real run started; completed cleanly and later served as unattended queue wait_existing anchor
teacher_v2_center_pool_longctx4096_short10_s42_6000_20260411_r1,alphagenome_factor_ladder,6000,A6000x2,main,/data1/zhoujiazhen/bylw_atac/.codex_jobs/alphagenome_factor_ladder_20260411,ac55153,longctx4096_short10_formal;unattended_matrix;dual_ddp,/data1/zhoujiazhen/bylw_atac/.codex_jobs/alphagenome_factor_ladder_20260411,/data1/zhoujiazhen/bylw_atac/.codex_jobs/alphagenome_factor_ladder_20260411/logs/teacher_v2_center_pool_longctx4096_short10_s42_6000_20260411_r1.log,/data1/zhoujiazhen/bylw_atac/.codex_jobs/alphagenome_factor_ladder_20260411/outputs,2026-04-12 00:40:09 CST,2026-04-12 05:35:01 CST,completed,n/a,n/a,n/a,unattended matrix E1 completed under canonical commit ac55153; queue then advanced into teacher30 before halting at export_e2_teacher_cache
teacher_v2_hierdec4096_teacher30_s42_6000_20260411_r1,alphagenome_factor_ladder,6000,A6000x2,main,/data1/zhoujiazhen/bylw_atac/.codex_jobs/alphagenome_factor_ladder_20260411,ac55153,hierdec4096_teacher30;queued_by_unattended_matrix,/data1/zhoujiazhen/bylw_atac/.codex_jobs/alphagenome_factor_ladder_20260411,/data1/zhoujiazhen/bylw_atac/.codex_jobs/alphagenome_factor_ladder_20260411/logs/teacher_v2_hierdec4096_teacher30_s42_6000_20260411_r1.log,/data1/zhoujiazhen/bylw_atac/.codex_jobs/alphagenome_factor_ladder_20260411/outputs,2026-04-12 05:35 CST,2026-04-12 08:46:08 CST,completed,n/a,n/a,n/a,queued E2 teacher30 completed under canonical commit ac55153 and became the latest terminal run before export halt
export_e2_teacher_cache_20260412,alphagenome_factor_ladder,6000,CPU_or_small_GPU,main,/data1/zhoujiazhen/bylw_atac/.codex_jobs/alphagenome_factor_ladder_20260411,ac55153,export_e2_teacher_cache;/queued_by_unattended_matrix,/data1/zhoujiazhen/bylw_atac/.codex_jobs/alphagenome_factor_ladder_20260411,/data1/zhoujiazhen/bylw_atac/.codex_jobs/alphagenome_factor_ladder_20260411/logs/export_e2_teacher_cache.log,/data1/zhoujiazhen/bylw_atac/.codex_jobs/alphagenome_factor_ladder_20260411/outputs,2026-04-12 08:46:08 CST,2026-04-12 08:46:11 CST,halted,technical_fail,n/a,n/a,queue halted under canonical commit ac55153 because model_teacher_cache_export.py rejected --targets profile16 logcount
teacher_v2_hierdec4096_distill_short10_s42_6000_20260411_r1,alphagenome_factor_ladder,6000,A6000x2,main,/data1/zhoujiazhen/bylw_atac/.codex_jobs/alphagenome_factor_ladder_20260411,ac55153,hierdec4096_distill_short10;queued_by_unattended_matrix,/data1/zhoujiazhen/bylw_atac/.codex_jobs/alphagenome_factor_ladder_20260411,/data1/zhoujiazhen/bylw_atac/.codex_jobs/alphagenome_factor_ladder_20260411/logs/teacher_v2_hierdec4096_distill_short10_s42_6000_20260411_r1.log,/data1/zhoujiazhen/bylw_atac/.codex_jobs/alphagenome_factor_ladder_20260411/outputs,unknown,unknown,blocked,n/a,n/a,n/a,blocked by export_e2_teacher_cache halt after queue_halted at 2026-04-12 08:46 CST
teacher_v2_center_pool_lossbal_e0_selector_smoke_s42_6000_20260417_r1,loss_balance_curriculum,6000,A6000x2,master,n/a,5ae52e1,selector_only_smoke;/jsd_selector;/dual_ddp,/data1/zhoujiazhen/bylw_atac/TransChromBP,/data1/zhoujiazhen/bylw_atac/TransChromBP/logs/teacher_v2_center_pool_lossbal_e0_selector_smoke_s42_6000_20260417_r1.log,/data1/zhoujiazhen/bylw_atac/TransChromBP/outputs/logs/teacher_v2_center_pool_lossbal_e0_selector_smoke_s42_6000_20260417_r1,2026-04-17 01:31:59 CST,2026-04-17 01:32:05 CST,completed,technical_pass,reports/loss_balance_selector_wave1_seed42_20260417.md,n/a,smoke passed after switching launcher rendezvous from standalone to explicit nnodes master_addr master_port
teacher_v2_center_pool_lossbal_e0_selector_smoke_s42_6002_20260417_r1,loss_balance_curriculum,6002,RTX3080,master,n/a,5ae52e1,selector_only_smoke;/jsd_selector;/single_gpu_6002,/home/zhengwei/bylw_atac/TransChromBP,/home/zhengwei/bylw_atac/TransChromBP/logs/teacher_v2_center_pool_lossbal_e0_selector_smoke_s42_6002_20260417_r1.log,/home/zhengwei/bylw_atac/TransChromBP/outputs/logs/teacher_v2_center_pool_lossbal_e0_selector_smoke_s42_6002_20260417_r1,2026-04-17 01:30 CST,2026-04-17 01:30:20 CST,completed,technical_pass,reports/loss_balance_selector_wave1_seed42_20260417.md,n/a,6002-specific selector-aligned config and smoke both passed
teacher_v2_center_pool_lossbal_e0_selector_s42_6000_20260417_r1,loss_balance_curriculum,6000,A6000x2,master,n/a,5ae52e1,selector_only_formal;/jsd_selector;/dual_ddp,/data1/zhoujiazhen/bylw_atac/TransChromBP,/data1/zhoujiazhen/bylw_atac/TransChromBP/logs/teacher_v2_center_pool_lossbal_e0_selector_s42_6000_20260417_r1.log,/data1/zhoujiazhen/bylw_atac/TransChromBP/outputs/logs/teacher_v2_center_pool_lossbal_e0_selector_s42_6000_20260417_r1,2026-04-17 01:32:22 CST,2026-04-17 08:03:59 CST,completed,n/a,reports/loss_balance_selector_wave1_seed42_20260417.md,n/a,early-stopped at epoch 29; best-by-JSD epoch 21 vs best-by-loss epoch 22, selector_jsd_gap=0.00114
teacher_v2_center_pool_lossbal_e0_selector_s1234_6000_20260417_r1,loss_balance_curriculum,6000,A6000x2,master,n/a,5ae52e1,selector_only_formal;/jsd_selector;/dual_ddp,/data1/zhoujiazhen/bylw_atac/TransChromBP,/data1/zhoujiazhen/bylw_atac/TransChromBP/logs/teacher_v2_center_pool_lossbal_e0_selector_s1234_6000_20260417_r1.log,/data1/zhoujiazhen/bylw_atac/TransChromBP/outputs/logs/teacher_v2_center_pool_lossbal_e0_selector_s1234_6000_20260417_r1,2026-04-17 14:48 CST,2026-04-17 14:55:46 CST,stopped,reprioritized,reports/loss_balance_dynamic_count_seed42_closeout_20260418.md,n/a,manually stopped before first validation so dual A6000 could be repurposed to the dynamic-count experiment
teacher_v2_center_pool_lossbal_e2_dynamic_count_smoke_s42_6000_20260417_r1,loss_balance_curriculum,6000,A6000x2,master,n/a,5ae52e1,dynamic_count_smoke;/jsd_selector;/dual_ddp,/data1/zhoujiazhen/bylw_atac/TransChromBP,/data1/zhoujiazhen/bylw_atac/TransChromBP/logs/teacher_v2_center_pool_lossbal_e2_dynamic_count_smoke_s42_6000_20260417_r1.log,/data1/zhoujiazhen/bylw_atac/TransChromBP/outputs/logs/teacher_v2_center_pool_lossbal_e2_dynamic_count_smoke_s42_6000_20260417_r1,2026-04-17 15:02:30 CST,2026-04-17 15:02:36 CST,completed,technical_pass,reports/loss_balance_dynamic_count_seed42_closeout_20260418.md,n/a,smoke wrote loss_weights and dynamic_count_update fields; update stayed null because epoch1 remained in warmup
teacher_v2_center_pool_lossbal_e2_dynamic_count_s42_6000_20260417_r1,loss_balance_curriculum,6000,A6000x2,master,n/a,5ae52e1,dynamic_count_formal;/jsd_selector;/dual_ddp,/data1/zhoujiazhen/bylw_atac/TransChromBP,/data1/zhoujiazhen/bylw_atac/TransChromBP/logs/teacher_v2_center_pool_lossbal_e2_dynamic_count_s42_6000_20260417_r1.log,/data1/zhoujiazhen/bylw_atac/TransChromBP/outputs/logs/teacher_v2_center_pool_lossbal_e2_dynamic_count_s42_6000_20260417_r1,2026-04-17 15:03:06 CST,2026-04-17 21:45:24 CST,completed,no_clear_gain,reports/loss_balance_dynamic_count_seed42_closeout_20260418.md,n/a,ran full 30 epochs on dual A6000; best epoch 30 with peak.profile_target_jsd_full_mean=0.33152 and peak.count_pearson_full=0.79920; count_weight rose from 0.10 to 0.23186 across 27 updates but did not beat selector-only seed42 on either JSD or count
